FBgn,exon_num
FBgn0037818,6
FBgn0037819,3
FBgn0037822,2
FBgn0037824,1
FBgn0037826,1
FBgn0037827,1
FBgn0037828,1
FBgn0037829,27
FBgn0037831,37
FBgn0037832,5
FBgn0037834,4
FBgn0037835,1
FBgn0037836,18
FBgn0037837,35
FBgn0037838,4
FBgn0037841,2
FBgn0037842,2
FBgn0037843,5
FBgn0037844,1
FBgn0037845,5
FBgn0037846,5
FBgn0037848,6
FBgn0037849,2
FBgn0037850,1
FBgn0037852,5
FBgn0037853,4
FBgn0037855,15
FBgn0037856,3
FBgn0037857,3
FBgn0037860,2
FBgn0037862,1
FBgn0037870,2
FBgn0037873,4
FBgn0037874,2
FBgn0037875,4
FBgn0037876,4
FBgn0037877,5
FBgn0037878,2
FBgn0037879,4
FBgn0037880,2
FBgn0037881,3
FBgn0037882,1
FBgn0037883,3
FBgn0037884,5
FBgn0037885,6
FBgn0037888,2
FBgn0037889,2
FBgn0037890,7
FBgn0037891,7
FBgn0037892,3
FBgn0037894,12
FBgn0037895,8
FBgn0037896,13
FBgn0037897,8
FBgn0037898,8
FBgn0037899,2
FBgn0037900,4
FBgn0037901,6
FBgn0037902,2
FBgn0037906,18
FBgn0037908,11
FBgn0037910,1
FBgn0037911,3
FBgn0037912,13
FBgn0037913,11
FBgn0037915,2
FBgn0037916,2
FBgn0037917,8
FBgn0037918,7
FBgn0037920,4
FBgn0037921,11
FBgn0037922,6
FBgn0037923,11
FBgn0037924,4
FBgn0037926,18
FBgn0037930,2
FBgn0037931,5
FBgn0037933,3
FBgn0037934,7
FBgn0037935,7
FBgn0037936,8
FBgn0037937,2
FBgn0037939,1
FBgn0037940,1
FBgn0037941,16
FBgn0037942,6
FBgn0037943,2
FBgn0037944,19
FBgn0037949,21
FBgn0037950,26
FBgn0037955,12
FBgn0037956,7
FBgn0037958,7
FBgn0037960,12
FBgn0037962,2
FBgn0037963,16
FBgn0037964,2
FBgn0037970,6
FBgn0037972,8
FBgn0037973,4
FBgn0037974,7
FBgn0037975,3
FBgn0037976,8
FBgn0037978,12
FBgn0037979,5
FBgn0037980,8
FBgn0037981,1
FBgn0037985,1
FBgn0037986,35
FBgn0037987,2
FBgn0037988,5
FBgn0037989,138
FBgn0037992,24
FBgn0037993,14
FBgn0037994,2
FBgn0037995,2
FBgn0037996,5
FBgn0037997,2
FBgn0037998,16
FBgn0037999,3
FBgn0038000,4
FBgn0038001,3
FBgn0038002,3
FBgn0038003,2
FBgn0038005,7
FBgn0038006,7
FBgn0038007,7
FBgn0038008,1
FBgn0038009,1
FBgn0038011,1
FBgn0038012,1
FBgn0038013,11
FBgn0038014,2
FBgn0038016,5
FBgn0038017,3
FBgn0038018,2
FBgn0038020,4
FBgn0038028,4
FBgn0038029,7
FBgn0038032,26
FBgn0038033,21
FBgn0038034,3
FBgn0038037,4
FBgn0038038,1
FBgn0038039,9
FBgn0038042,1
FBgn0038043,2
FBgn0038045,2
FBgn0038046,3
FBgn0038047,2
FBgn0038049,4
FBgn0038051,1
FBgn0038053,4
FBgn0038054,1
FBgn0038055,3
FBgn0038056,9
FBgn0038057,13
FBgn0038058,9
FBgn0038063,40
FBgn0038065,6
FBgn0038067,3
FBgn0038068,3
FBgn0038069,4
FBgn0038070,3
FBgn0038071,3
FBgn0038072,16
FBgn0038073,64
FBgn0038074,4
FBgn0038076,7
FBgn0038078,1
FBgn0038079,20
FBgn0038080,3
FBgn0038082,2
FBgn0038083,2
FBgn0038084,7
FBgn0038087,21
FBgn0038088,12
FBgn0038089,3
FBgn0038090,1
FBgn0038092,14
FBgn0038095,4
FBgn0038097,6
FBgn0038098,52
FBgn0038099,6
FBgn0038100,9
FBgn0038102,1
FBgn0038105,4
FBgn0038106,2
FBgn0038107,2
FBgn0038108,71
FBgn0038109,2
FBgn0038110,6
FBgn0038113,7
FBgn0038114,6
FBgn0038115,6
FBgn0038118,18
FBgn0038122,2
FBgn0038123,1
FBgn0038124,3
FBgn0038125,2
FBgn0038126,4
FBgn0038127,1
FBgn0038128,2
FBgn0038129,6
FBgn0038130,5
FBgn0038131,2
FBgn0038132,2
FBgn0038133,2
FBgn0038134,1
FBgn0038135,7
FBgn0038136,13
FBgn0038139,17
FBgn0038140,7
FBgn0038142,2
FBgn0038143,61
FBgn0038144,3
FBgn0038145,15
FBgn0038146,3
FBgn0038147,12
FBgn0038148,2
FBgn0038149,4
FBgn0038150,3
FBgn0038151,3
FBgn0038153,4
FBgn0038156,34
FBgn0038157,1
FBgn0038158,1
FBgn0038159,1
FBgn0038160,4
FBgn0038161,1
FBgn0038163,18
FBgn0038165,34
FBgn0038166,3
FBgn0038167,53
FBgn0038168,25
FBgn0038170,4
FBgn0038172,6
FBgn0038173,6
FBgn0038179,4
FBgn0038180,7
FBgn0038181,66
FBgn0038183,3
FBgn0038186,3
FBgn0038188,3
FBgn0038189,2
FBgn0038190,2
FBgn0038191,5
FBgn0038194,5
FBgn0038195,6
FBgn0038196,8
FBgn0038197,54
FBgn0038198,6
FBgn0038199,4
FBgn0038200,2
FBgn0038201,8
FBgn0038202,9
FBgn0038203,4
FBgn0038204,2
FBgn0038205,6
FBgn0038206,4
FBgn0038207,2
FBgn0038208,3
FBgn0038209,1
FBgn0038210,2
FBgn0038211,4
FBgn0038213,1
FBgn0038214,3
FBgn0038217,1
FBgn0038218,2
FBgn0038219,1
FBgn0038221,4
FBgn0038223,12
FBgn0038224,6
FBgn0038225,1
FBgn0038233,6
FBgn0038234,3
FBgn0038235,3
FBgn0038236,7
FBgn0038237,42
FBgn0038238,4
FBgn0038239,1
FBgn0038240,1
FBgn0038241,1
FBgn0038242,1
FBgn0038243,4
FBgn0038244,12
FBgn0038246,22
FBgn0038247,12
FBgn0038248,11
FBgn0038250,4
FBgn0038251,6
FBgn0038252,2
FBgn0038256,22
FBgn0038257,12
FBgn0038258,2
FBgn0038260,4
FBgn0038261,4
FBgn0038262,5
FBgn0038266,1
FBgn0038268,17
FBgn0038269,10
FBgn0038271,13
FBgn0038272,2
FBgn0038273,2
FBgn0038274,4
FBgn0038275,1
FBgn0038277,5
FBgn0038279,14
FBgn0038280,1
FBgn0038281,1
FBgn0038282,16
FBgn0038285,1
FBgn0038286,10
FBgn0038290,5
FBgn0038291,3
FBgn0038292,2
FBgn0038294,118
FBgn0038295,46
FBgn0038296,22
FBgn0038299,3
FBgn0038300,2
FBgn0038301,3
FBgn0038302,4
FBgn0038303,6
FBgn0038304,3
FBgn0038306,3
FBgn0038307,5
FBgn0038309,3
FBgn0038311,3
FBgn0038312,5
FBgn0038313,1
FBgn0038315,5
FBgn0038316,2
FBgn0038318,16
FBgn0038319,2
FBgn0038320,9
FBgn0038321,10
FBgn0038324,1
FBgn0038325,6
FBgn0038326,6
FBgn0038327,4
FBgn0038330,6
FBgn0038331,5
FBgn0038332,5
FBgn0038334,1
FBgn0038337,18
FBgn0038339,15
FBgn0038342,2
FBgn0038343,3
FBgn0038344,6
FBgn0038345,1
FBgn0038348,6
FBgn0038349,17
FBgn0038350,7
FBgn0038353,6
FBgn0038354,5
FBgn0038355,9
FBgn0038356,1
FBgn0038357,2
FBgn0038358,5
FBgn0038359,1
FBgn0038360,2
FBgn0038361,1
FBgn0038363,8
FBgn0038365,3
FBgn0038366,8
FBgn0038369,6
FBgn0038371,1
FBgn0038373,3
FBgn0038376,6
FBgn0038377,3
FBgn0038380,4
FBgn0038381,5
FBgn0038385,5
FBgn0038386,1
FBgn0038387,6
FBgn0038388,4
FBgn0038389,5
FBgn0038390,1
FBgn0038391,18
FBgn0038394,3
FBgn0038395,12
FBgn0038396,2
FBgn0038397,12
FBgn0038398,8
FBgn0038400,6
FBgn0038401,8
FBgn0038402,20
FBgn0038404,13
FBgn0038405,5
FBgn0038407,3
FBgn0038412,2
FBgn0038414,3
FBgn0038415,4
FBgn0038416,3
FBgn0038418,5
FBgn0038419,11
FBgn0038420,8
FBgn0038421,13
FBgn0038422,10
FBgn0038423,6
FBgn0038424,4
FBgn0038425,7
FBgn0038426,2
FBgn0038427,31
FBgn0038428,4
FBgn0038429,4
FBgn0038431,3
FBgn0038432,6
FBgn0038435,4
FBgn0038436,2
FBgn0038437,3
FBgn0038438,3
FBgn0038439,12
FBgn0038440,2
FBgn0038445,1
FBgn0038446,2
FBgn0038447,4
FBgn0038448,12
FBgn0038449,4
FBgn0038450,5
FBgn0038451,5
FBgn0038452,5
FBgn0038453,6
FBgn0038454,3
FBgn0038455,1
FBgn0038458,1
FBgn0038460,9
FBgn0038461,8
FBgn0038462,8
FBgn0038463,6
FBgn0038465,22
FBgn0038466,14
FBgn0038467,1
FBgn0038468,3
FBgn0038469,10
FBgn0038470,39
FBgn0038471,3
FBgn0038472,2
FBgn0038473,5
FBgn0038474,5
FBgn0038475,18
FBgn0038476,6
FBgn0038478,2
FBgn0038479,1
FBgn0038481,2
FBgn0038482,2
FBgn0038484,1
FBgn0038485,2
FBgn0038486,1
FBgn0038487,2
FBgn0038488,12
FBgn0038490,2
FBgn0038491,4
FBgn0038492,12
FBgn0038494,13
FBgn0038498,13
FBgn0038499,14
FBgn0038504,12
FBgn0038505,1
FBgn0038506,1
FBgn0038507,1
FBgn0038508,2
FBgn0038509,1
FBgn0038510,5
FBgn0038511,10
FBgn0038512,1
FBgn0038515,9
FBgn0038516,13
FBgn0038519,4
FBgn0038523,3
FBgn0038524,10
FBgn0038525,2
FBgn0038526,4
FBgn0038527,2
FBgn0038528,2
FBgn0038529,1
FBgn0038530,2
FBgn0038531,5
FBgn0038532,30
FBgn0038533,4
FBgn0038535,50
FBgn0038536,2
FBgn0038539,2
FBgn0038540,2
FBgn0038541,23
FBgn0038542,18
FBgn0038545,10
FBgn0038546,3
FBgn0038547,10
FBgn0038548,3
FBgn0038549,4
FBgn0038550,4
FBgn0038551,4
FBgn0038552,3
FBgn0038558,2
FBgn0038564,3
FBgn0038565,3
FBgn0038566,1
FBgn0038567,2
FBgn0038568,1
FBgn0038569,6
FBgn0038570,7
FBgn0038571,6
FBgn0038575,6
FBgn0038576,4
FBgn0038577,1
FBgn0038578,3
FBgn0038579,2
FBgn0038581,5
FBgn0038582,2
FBgn0038583,3
FBgn0038584,4
FBgn0038585,3
FBgn0038586,3
FBgn0038588,3
FBgn0038589,2
FBgn0038590,2
FBgn0038592,3
FBgn0038593,7
FBgn0038595,1
FBgn0038596,2
FBgn0038597,2
FBgn0038598,3
FBgn0038601,3
FBgn0038602,2
FBgn0038603,67
FBgn0038606,9
FBgn0038607,5
FBgn0038608,21
FBgn0038609,2
FBgn0038610,17
FBgn0038611,3
FBgn0038612,4
FBgn0038613,4
FBgn0038617,3
FBgn0038619,6
FBgn0038621,1
FBgn0038626,4
FBgn0038627,9
FBgn0038629,25
FBgn0038630,5
FBgn0038631,2
FBgn0038632,4
FBgn0038638,6
FBgn0038639,8
FBgn0038640,3
FBgn0038641,12
FBgn0038642,8
FBgn0038643,2
FBgn0038645,2
FBgn0038646,2
FBgn0038647,2
FBgn0038649,2
FBgn0038651,30
FBgn0038652,63
FBgn0038653,10
FBgn0038654,4
FBgn0038655,4
FBgn0038656,1
FBgn0038658,2
FBgn0038659,6
FBgn0038660,1
FBgn0038662,8
FBgn0038665,4
FBgn0038666,17
FBgn0038672,6
FBgn0038673,1
FBgn0038674,3
FBgn0038675,2
FBgn0038676,3
FBgn0038678,2
FBgn0038679,8
FBgn0038680,4
FBgn0038681,4
FBgn0038682,4
FBgn0038683,12
FBgn0038685,1
FBgn0038686,11
FBgn0038690,1
FBgn0038691,1
FBgn0038692,3
FBgn0038693,118
FBgn0038694,2
FBgn0038695,14
FBgn0038697,1
FBgn0038700,14
FBgn0038701,5
FBgn0038702,5
FBgn0038704,16
FBgn0038705,6
FBgn0038706,1
FBgn0038708,1
FBgn0038709,2
FBgn0038714,2
FBgn0038715,6
FBgn0038716,12
FBgn0038717,6
FBgn0038718,6
FBgn0038719,5
FBgn0038720,42
FBgn0038721,72
FBgn0038722,2
FBgn0038723,4
FBgn0038725,16
FBgn0038727,7
FBgn0038730,3
FBgn0038731,3
FBgn0038732,2
FBgn0038733,3
FBgn0038734,4
FBgn0038735,59
FBgn0038737,1
FBgn0038738,5
FBgn0038739,6
FBgn0038740,47
FBgn0038741,2
FBgn0038742,3
FBgn0038744,36
FBgn0038745,17
FBgn0038746,2
FBgn0038747,22
FBgn0038749,2
FBgn0038750,2
FBgn0038751,8
FBgn0038752,5
FBgn0038753,4
FBgn0038755,12
FBgn0038756,4
FBgn0038760,1
FBgn0038761,2
FBgn0038763,12
FBgn0038765,5
FBgn0038766,4
FBgn0038767,5
FBgn0038768,5
FBgn0038769,1
FBgn0038771,4
FBgn0038772,3
FBgn0038773,3
FBgn0038774,3
FBgn0038775,1
FBgn0038783,4
FBgn0038784,3
FBgn0038787,6
FBgn0038788,8
FBgn0038789,10
FBgn0038790,2
FBgn0038795,2
FBgn0038796,1
FBgn0038797,6
FBgn0038798,3
FBgn0038799,11
FBgn0038803,23
FBgn0038804,1
FBgn0038805,5
FBgn0038806,2
FBgn0038808,4
FBgn0038809,7
FBgn0038810,4
FBgn0038811,8
FBgn0038814,14
FBgn0038815,5
FBgn0038816,34
FBgn0038818,14
FBgn0038819,2
FBgn0038820,3
FBgn0038821,2
FBgn0038826,251
FBgn0038827,14
FBgn0038828,10
FBgn0038829,10
FBgn0038830,4
FBgn0038832,3
FBgn0038833,1
FBgn0038834,8
FBgn0038837,13
FBgn0038838,2
FBgn0038839,3
FBgn0038840,37
FBgn0038842,20
FBgn0038845,2
FBgn0038846,12
FBgn0038847,1
FBgn0038849,6
FBgn0038850,3
FBgn0038851,3
FBgn0038852,2
FBgn0038853,14
FBgn0038854,6
FBgn0038855,6
FBgn0038857,1
FBgn0038858,15
FBgn0038859,4
FBgn0038860,4
FBgn0038861,3
FBgn0038862,12
FBgn0038865,1
FBgn0038866,1
FBgn0038868,2
FBgn0038869,4
FBgn0038870,7
FBgn0038871,4
FBgn0038872,21
FBgn0038873,9
FBgn0038874,15
FBgn0038876,4
FBgn0038877,4
FBgn0038878,9
FBgn0038879,3
FBgn0038880,12
FBgn0038881,60
FBgn0038886,4
FBgn0038887,8
FBgn0038888,3
FBgn0038889,12
FBgn0038890,56
FBgn0038892,4
FBgn0038893,3
FBgn0038894,4
FBgn0038897,12
FBgn0038901,3
FBgn0038902,4
FBgn0038903,3
FBgn0038909,15
FBgn0038912,7
FBgn0038914,1
FBgn0038915,4
FBgn0038916,4
FBgn0038917,5
FBgn0038918,1
FBgn0038919,1
FBgn0038921,4
FBgn0038922,12
FBgn0038923,2
FBgn0038924,3
FBgn0038925,6
FBgn0038926,7
FBgn0038927,3
FBgn0038928,1
FBgn0038929,4
FBgn0038930,4
FBgn0038931,3
FBgn0038934,7
FBgn0038938,41
FBgn0038941,2
FBgn0038942,2
FBgn0038943,2
FBgn0038944,5
FBgn0038945,3
FBgn0038946,11
FBgn0038947,23
FBgn0038948,2
FBgn0038950,5
FBgn0038951,6
FBgn0038952,2
FBgn0038953,7
FBgn0038956,11
FBgn0038957,12
FBgn0038958,2
FBgn0038959,2
FBgn0038960,7
FBgn0038961,14
FBgn0038964,3
FBgn0038965,9
FBgn0038966,6
FBgn0038967,8
FBgn0038968,2
FBgn0038972,2
FBgn0038973,1
FBgn0038974,1
FBgn0038975,119
FBgn0038976,6
FBgn0038977,3
FBgn0038978,1
FBgn0038979,3
FBgn0038980,32
FBgn0038981,6
FBgn0038983,5
FBgn0038984,34
FBgn0038986,4
FBgn0038989,3
FBgn0038993,2
FBgn0039002,1
FBgn0039003,8
FBgn0039004,8
FBgn0039006,3
FBgn0039007,6
FBgn0039008,12
FBgn0039009,10
FBgn0039010,2
FBgn0039013,1
FBgn0039015,5
FBgn0039016,4
FBgn0039017,4
FBgn0039019,1
FBgn0039020,2
FBgn0039022,1
FBgn0039023,1
FBgn0039024,1
FBgn0039025,3
FBgn0039026,43
FBgn0039027,6
FBgn0039028,1
FBgn0039029,4
FBgn0039030,2
FBgn0039031,2
FBgn0039033,2
FBgn0039034,2
FBgn0039038,4
FBgn0039039,6
FBgn0039040,5
FBgn0039041,1
FBgn0039042,1
FBgn0039043,7
FBgn0039044,31
FBgn0039045,16
FBgn0039048,8
FBgn0039049,18
FBgn0039050,17
FBgn0039051,8
FBgn0039052,4
FBgn0039053,4
FBgn0039054,33
FBgn0039055,8
FBgn0039056,16
FBgn0039058,2
FBgn0039059,2
FBgn0039064,26
FBgn0039065,42
FBgn0039066,16
FBgn0039067,5
FBgn0039068,8
FBgn0039069,4
FBgn0039070,1
FBgn0039071,4
FBgn0039073,2
FBgn0039075,36
FBgn0039077,2
FBgn0039078,7
FBgn0039079,1
FBgn0039080,1
FBgn0039081,21
FBgn0039083,1
FBgn0039084,37
FBgn0039085,2
FBgn0039086,4
FBgn0039087,2
FBgn0039088,4
FBgn0039089,13
FBgn0039091,9
FBgn0039092,9
FBgn0039093,8
FBgn0039094,6
FBgn0039098,3
FBgn0039099,4
FBgn0039101,3
FBgn0039102,4
FBgn0039104,4
FBgn0039106,3
FBgn0039107,3
FBgn0039108,6
FBgn0039109,19
FBgn0039110,4
FBgn0039111,7
FBgn0039112,4
FBgn0039113,9
FBgn0039114,28
FBgn0039115,1
FBgn0039116,6
FBgn0039117,6
FBgn0039118,2
FBgn0039120,22
FBgn0039124,2
FBgn0039125,2
FBgn0039126,8
FBgn0039128,2
FBgn0039129,6
FBgn0039130,5
FBgn0039131,18
FBgn0039132,20
FBgn0039135,4
FBgn0039136,9
FBgn0039137,32
FBgn0039139,3
FBgn0039140,16
FBgn0039141,33
FBgn0039145,2
FBgn0039147,1
FBgn0039149,4
FBgn0039150,3
FBgn0039151,3
FBgn0039152,30
FBgn0039153,8
FBgn0039154,4
FBgn0039155,7
FBgn0039156,3
FBgn0039157,96
FBgn0039158,3
FBgn0039159,3
FBgn0039160,5
FBgn0039161,19
FBgn0039163,11
FBgn0039165,5
FBgn0039167,1
FBgn0039169,2
FBgn0039170,1
FBgn0039172,2
FBgn0039175,5
FBgn0039178,7
FBgn0039180,2
FBgn0039182,5
FBgn0039183,10
FBgn0039184,10
FBgn0039186,41
FBgn0039187,30
FBgn0039188,2
FBgn0039189,3
FBgn0039190,2
FBgn0039192,4
FBgn0039193,2
FBgn0039194,3
FBgn0039195,4
FBgn0039196,4
FBgn0039197,9
FBgn0039198,8
FBgn0039199,3
FBgn0039200,6
FBgn0039201,10
FBgn0039202,1
FBgn0039203,4
FBgn0039204,5
FBgn0039205,4
FBgn0039207,16
FBgn0039209,34
FBgn0039210,1
FBgn0039212,2
FBgn0039213,15
FBgn0039214,114
FBgn0039215,12
FBgn0039217,12
FBgn0039218,2
FBgn0039219,3
FBgn0039223,8
FBgn0039224,2
FBgn0039225,13
FBgn0039226,9
FBgn0039227,4
FBgn0039228,3
FBgn0039229,32
FBgn0039232,13
FBgn0039233,2
FBgn0039234,28
FBgn0039235,10
FBgn0039237,1
FBgn0039238,1
FBgn0039239,1
FBgn0039240,36
FBgn0039241,11
FBgn0039244,12
FBgn0039246,1
FBgn0039249,33
FBgn0039250,4
FBgn0039251,2
FBgn0039252,2
FBgn0039254,22
FBgn0039257,15
FBgn0039258,3
FBgn0039259,2
FBgn0039260,10
FBgn0039261,37
FBgn0039264,3
FBgn0039265,15
FBgn0039266,11
FBgn0039269,7
FBgn0039270,2
FBgn0039271,2
FBgn0039272,39
FBgn0039273,4
FBgn0039274,2
FBgn0039277,11
FBgn0039280,5
FBgn0039282,84
FBgn0039283,1
FBgn0039286,6
FBgn0039288,2
FBgn0039290,18
FBgn0039291,2
FBgn0039293,4
FBgn0039294,18
FBgn0039296,2
FBgn0039297,4
FBgn0039298,8
FBgn0039299,4
FBgn0039300,6
FBgn0039301,7
FBgn0039302,13
FBgn0039303,4
FBgn0039304,3
FBgn0039305,2
FBgn0039306,4
FBgn0039307,3
FBgn0039308,5
FBgn0039309,5
FBgn0039310,2
FBgn0039311,2
FBgn0039312,2
FBgn0039313,5
FBgn0039315,3
FBgn0039316,2
FBgn0039319,3
FBgn0039321,12
FBgn0039323,4
FBgn0039324,4
FBgn0039325,4
FBgn0039326,4
FBgn0039328,5
FBgn0039329,12
FBgn0039331,2
FBgn0039332,1
FBgn0039335,4
FBgn0039336,1
FBgn0039337,1
FBgn0039338,14
FBgn0039339,9
FBgn0039341,1
FBgn0039342,2
FBgn0039343,1
FBgn0039344,2
FBgn0039346,1
FBgn0039347,6
FBgn0039348,24
FBgn0039349,15
FBgn0039350,43
FBgn0039354,11
FBgn0039355,9
FBgn0039356,3
FBgn0039357,4
FBgn0039358,24
FBgn0039359,8
FBgn0039360,20
FBgn0039366,3
FBgn0039367,2
FBgn0039368,5
FBgn0039369,1
FBgn0039370,1
FBgn0039371,2
FBgn0039373,2
FBgn0039374,1
FBgn0039376,2
FBgn0039378,2
FBgn0039379,4
FBgn0039380,20
FBgn0039381,45
FBgn0039385,1
FBgn0039386,6
FBgn0039387,2
FBgn0039395,2
FBgn0039396,7
FBgn0039398,3
FBgn0039402,2
FBgn0039403,3
FBgn0039404,2
FBgn0039405,2
FBgn0039406,9
FBgn0039407,6
FBgn0039408,4
FBgn0039411,32
FBgn0039413,1
FBgn0039415,4
FBgn0039417,8
FBgn0039419,2
FBgn0039420,16
FBgn0039421,1
FBgn0039424,5
FBgn0039425,7
FBgn0039427,10
FBgn0039428,1
FBgn0039429,7
FBgn0039430,14
FBgn0039431,44
FBgn0039434,2
FBgn0039435,1
FBgn0039436,2
FBgn0039437,3
FBgn0039438,1
FBgn0039439,1
FBgn0039440,1
FBgn0039441,1
FBgn0039443,2
FBgn0039444,2
FBgn0039448,2
FBgn0039449,3
FBgn0039450,12
FBgn0039451,8
FBgn0039452,2
FBgn0039453,4
FBgn0039454,1
FBgn0039459,1
FBgn0039461,3
FBgn0039462,6
FBgn0039463,5
FBgn0039464,11
FBgn0039465,22
FBgn0039466,15
FBgn0039467,36
FBgn0039469,2
FBgn0039470,3
FBgn0039471,2
FBgn0039472,2
FBgn0039473,2
FBgn0039474,2
FBgn0039475,2
FBgn0039476,2
FBgn0039478,34
FBgn0039479,10
FBgn0039480,8
FBgn0039481,2
FBgn0039482,4
FBgn0039483,4
FBgn0039485,10
FBgn0039486,6
FBgn0039487,18
FBgn0039488,1
FBgn0039489,5
FBgn0039490,7
FBgn0039491,4
FBgn0039492,15
FBgn0039494,11
FBgn0039495,4
FBgn0039498,1
FBgn0039500,3
FBgn0039501,6
FBgn0039503,2
FBgn0039504,4
FBgn0039505,2
FBgn0039507,18
FBgn0039508,3
FBgn0039509,3
FBgn0039510,32
FBgn0039511,1
FBgn0039518,2
FBgn0039519,4
FBgn0039520,3
FBgn0039521,2
FBgn0039522,1
FBgn0039523,8
FBgn0039525,5
FBgn0039527,6
FBgn0039528,16
FBgn0039529,4
FBgn0039530,44
FBgn0039531,4
FBgn0039532,15
FBgn0039536,148
FBgn0039537,1
FBgn0039538,2
FBgn0039543,37
FBgn0039544,6
FBgn0039551,3
FBgn0039552,4
FBgn0039554,5
FBgn0039555,1
FBgn0039557,1
FBgn0039558,2
FBgn0039559,10
FBgn0039560,22
FBgn0039561,6
FBgn0039562,5
FBgn0039563,12
FBgn0039564,2
FBgn0039565,7
FBgn0039566,7
FBgn0039568,1
FBgn0039576,1
FBgn0039577,1
FBgn0039580,2
FBgn0039581,23
FBgn0039582,4
FBgn0039584,14
FBgn0039585,2
FBgn0039588,5
FBgn0039589,3
FBgn0039590,6
FBgn0039591,3
FBgn0039592,3
FBgn0039593,3
FBgn0039594,63
FBgn0039595,13
FBgn0039596,7
FBgn0039597,3
FBgn0039598,1
FBgn0039599,1
FBgn0039600,37
FBgn0039601,3
FBgn0039602,8
FBgn0039609,1
FBgn0039611,1
FBgn0039612,1
FBgn0039613,1
FBgn0039616,8
FBgn0039617,11
FBgn0039620,10
FBgn0039621,3
FBgn0039622,6
FBgn0039623,6
FBgn0039625,1
FBgn0039626,4
FBgn0039627,3
FBgn0039628,3
FBgn0039629,3
FBgn0039630,8
FBgn0039631,2
FBgn0039632,7
FBgn0039633,34
FBgn0039634,6
FBgn0039635,18
FBgn0039636,3
FBgn0039637,11
FBgn0039638,4
FBgn0039639,1
FBgn0039640,21
FBgn0039641,1
FBgn0039642,4
FBgn0039644,13
FBgn0039645,6
FBgn0039647,30
FBgn0039648,2
FBgn0039650,3
FBgn0039651,2
FBgn0039654,1
FBgn0039655,2
FBgn0039656,6
FBgn0039659,5
FBgn0039663,7
FBgn0039664,2
FBgn0039665,8
FBgn0039666,1
FBgn0039667,21
FBgn0039668,29
FBgn0039669,3
FBgn0039670,2
FBgn0039671,2
FBgn0039673,8
FBgn0039674,2
FBgn0039675,14
FBgn0039676,20
FBgn0039677,13
FBgn0039678,4
FBgn0039679,5
FBgn0039680,6
FBgn0039681,7
FBgn0039682,4
FBgn0039683,4
FBgn0039684,1
FBgn0039685,3
FBgn0039686,3
FBgn0039687,2
FBgn0039688,28
FBgn0039689,2
FBgn0039690,38
FBgn0039691,3
FBgn0039694,1
FBgn0039696,8
FBgn0039697,5
FBgn0039698,2
FBgn0039702,1
FBgn0039703,2
FBgn0039704,16
FBgn0039705,35
FBgn0039707,10
FBgn0039709,23
FBgn0039710,15
FBgn0039711,4
FBgn0039712,4
FBgn0039713,17
FBgn0039714,53
FBgn0039718,2
FBgn0039719,3
FBgn0039722,3
FBgn0039723,6
FBgn0039726,6
FBgn0039727,17
FBgn0039728,7
FBgn0039730,10
FBgn0039731,4
FBgn0039732,2
FBgn0039733,5
FBgn0039734,18
FBgn0039735,8
FBgn0039736,8
FBgn0039737,8
FBgn0039738,29
FBgn0039739,1
FBgn0039740,1
FBgn0039741,6
FBgn0039742,2
FBgn0039743,6
FBgn0039744,2
FBgn0039747,10
FBgn0039748,4
FBgn0039749,13
FBgn0039751,12
FBgn0039752,15
FBgn0039754,8
FBgn0039755,4
FBgn0039756,6
FBgn0039757,14
FBgn0039758,4
FBgn0039759,6
FBgn0039760,10
FBgn0039761,6
FBgn0039764,4
FBgn0039765,2
FBgn0039766,1
FBgn0039767,4
FBgn0039768,4
FBgn0039769,4
FBgn0039770,14
FBgn0039771,3
FBgn0039773,10
FBgn0039774,37
FBgn0039776,9
FBgn0039777,1
FBgn0039778,1
FBgn0039779,5
FBgn0039780,8
FBgn0039782,26
FBgn0039783,7
FBgn0039784,9
FBgn0039787,9
FBgn0039788,2
FBgn0039789,4
FBgn0039790,119
FBgn0039792,4
FBgn0039795,2
FBgn0039796,8
FBgn0039797,5
FBgn0039798,6
FBgn0039799,2
FBgn0039800,2
FBgn0039801,4
FBgn0039802,3
FBgn0039804,8
FBgn0039805,3
FBgn0039806,3
FBgn0039807,1
FBgn0039808,24
FBgn0039809,3
FBgn0039810,1
FBgn0039811,1
FBgn0039812,1
FBgn0039816,8
FBgn0039817,10
FBgn0039818,2
FBgn0039820,2
FBgn0039821,6
FBgn0039827,12
FBgn0039828,3
FBgn0039829,1
FBgn0039830,21
FBgn0039831,26
FBgn0039832,1
FBgn0039833,6
FBgn0039835,3
FBgn0039836,4
FBgn0039838,5
FBgn0039839,9
FBgn0039840,4
FBgn0039844,38
FBgn0039846,19
FBgn0039848,2
FBgn0039849,18
FBgn0039850,3
FBgn0039851,14
FBgn0039852,18
FBgn0039854,4
FBgn0039855,4
FBgn0039856,4
FBgn0039857,5
FBgn0039858,30
FBgn0039859,3
FBgn0039860,4
FBgn0039861,16
FBgn0039862,8
FBgn0039863,19
FBgn0039864,5
FBgn0039867,2
FBgn0039868,3
FBgn0039869,2
FBgn0039870,2
FBgn0039872,14
FBgn0039873,4
FBgn0039875,12
FBgn0039876,12
FBgn0039877,28
FBgn0039879,1
FBgn0039881,7
FBgn0039882,2
