Name,FlyBase_FBgn,Chromosome,Start,Stop,Strand,HP1a,HP1B,HP1C,FlyBase_FBtr,CME,S2,BG3,FlyBase_FBpp
Es2,FBgn0023506,X,8461479,8463349,+,0,0,0,FBtr0071198,19.3025723333333,16.288907,12.77278,FBpp0071145
DIP-zeta,FBgn0051708,2L,9051631,9071164,-,1,1,0,FBtr0079777,0,0,0,FBpp0079378
DIP-zeta,FBgn0051708,2L,9051631,9071164,-,1,1,0,FBtr0079776,0,0,0,FBpp0079377
DIP-zeta,FBgn0051708,2L,9051631,9071164,-,1,1,0,FBtr0303881,0.0838873333333333,0,0,FBpp0292884
lectin-30A,FBgn0040097,2L,9254076,9254854,-,0,0,0,FBtr0079816,0,0,0,FBpp0079415
CG13380,FBgn0036799,3L,18600150,18617943,-,0,0,0,FBtr0332869,0,0,0,FBpp0305091
Arl6IP1,FBgn0038453,3R,16643605,16645171,+,0,0,0,FBtr0083336,0,0,0,FBpp0082786
Arl6IP1,FBgn0038453,3R,16643605,16645171,+,0,0,0,FBtr0333728,76.07475,49.146626,46.296072,FBpp0305875
Ir85a,FBgn0037630,3R,8794684,8796966,+,1,0,0,FBtr0081917,0.0544043333333333,0.2152655,0,FBpp0081400
Ir67a,FBgn0036010,3L,9542245,9543999,-,0,0,0,FBtr0336953,0,0,0,FBpp0307896
Tsp42A,FBgn0033042,2R,5795413,5796710,+,1,0,0,FBtr0086045,0,0.117457,0,FBpp0085381
Tsp42A,FBgn0033042,2R,5795413,5796710,+,1,0,0,FBtr0335271,0,0,0,FBpp0307250
Ir67b,FBgn0036083,3L,10429689,10431983,-,0,0,0,FBtr0076294,0,0.0849965,0,FBpp0076023
Or98a,FBgn0039551,3R,27845950,27847260,+,1,0,0,FBtr0085226,0,0,0,FBpp0084595
ApepP,FBgn0026150,2L,16908229,16910418,-,1,0,0,FBtr0080956,74.7843296666667,55.375601,39.5599665,FBpp0080509
ApepP,FBgn0026150,2L,16908229,16910418,-,1,0,0,FBtr0304931,0,0,0,FBpp0293470
phyl,FBgn0013725,2R,14427336,14432337,-,0,0,0,FBtr0087516,0,0,0,FBpp0086645
snRNA:U4:25F,FBgn0041719,2L,5565619,5565766,+,0,0,0,NA,NA,NA,NA,NA
mRpS30,FBgn0030692,X,15786047,15788288,+,0,0,0,FBtr0074094,86.788178,50.637278,30.633511,FBpp0073910
mRpS30,FBgn0030692,X,15786047,15788288,+,0,0,0,FBtr0346193,4.72396833333333,2.355638,0.697915,FBpp0312012
Rnmt,FBgn0286027,2L,15009939,15011764,+,0,0,0,FBtr0080696,18.1167473333333,19.2225215,9.726189,FBpp0080257
CG7889,FBgn0031003,X,19243631,19245224,+,0,0,0,FBtr0074675,35.1254296666667,26.1197565,23.8512215,FBpp0074446
CG7888,FBgn0036116,3L,11054035,11059659,+,0,0,0,FBtr0076201,0.138518666666667,0.1089725,0.089703,FBpp0075931
CG7888,FBgn0036116,3L,11054035,11059659,+,0,0,0,FBtr0076199,0,0.3433345,0,FBpp0075929
CG7888,FBgn0036116,3L,11054035,11059659,+,0,0,0,FBtr0076200,0.0556816666666667,0,0,FBpp0075930
IM33,FBgn0031561,2L,3696218,3696658,-,0,0,0,FBtr0077546,0,1.3999395,0,FBpp0077235
IM33,FBgn0031561,2L,3696218,3696658,-,0,0,0,FBtr0345610,0,0,0,FBpp0311679
CG7881,FBgn0033048,2R,5960275,5966856,-,0,0,0,FBtr0086033,0.197245,0.1999625,0,FBpp0085369
CG7881,FBgn0033048,2R,5960275,5966856,-,0,0,0,FBtr0345665,0,0,0,FBpp0311720
Or98P,FBgn0067407,3R,27845089,27845414,+,1,0,0,NA,NA,NA,NA,NA
CG7882,FBgn0033047,2R,5957621,5960183,+,0,0,0,FBtr0085966,0.0657243333333333,0,0,FBpp0085319
CG7882,FBgn0033047,2R,5957621,5960183,+,0,0,0,FBtr0335266,0.193382,0,0,FBpp0307247
CG9932,FBgn0262160,2L,13021868,13060140,-,0,1,1,FBtr0310277,0,0,0,FBpp0301960
CG9932,FBgn0262160,2L,13021868,13060140,-,0,1,1,FBtr0089956,21.732518,7.411568,13.951405,FBpp0088895
CG9932,FBgn0262160,2L,13021868,13060140,-,0,1,1,FBtr0336616,2.06539266666667,0.61283,0,FBpp0307599
CG9932,FBgn0262160,2L,13021868,13060140,-,0,1,1,FBtr0336617,10.69142,1.179659,3.8300135,FBpp0307600
CG7886,FBgn0038248,3R,14626676,14642563,-,0,0,0,FBtr0082976,0.140044,0.17924,0.0451615,FBpp0082435
Bro,FBgn0013755,3L,1647869,1648612,+,0,0,0,FBtr0072760,0.239349,0,0.2667655,FBpp0072643
mir-309,FBgn0262380,2R,19661706,19661774,-,0,0,0,NA,NA,NA,NA,NA
mir-308,FBgn0262407,2R,14215802,14215864,-,0,0,0,NA,NA,NA,NA,NA
CG42583,FBgn0260873,X,20139793,20140170,+,0,0,0,FBtr0301570,0,0,0,FBpp0290785
mir-303,FBgn0262390,X,4366179,4366248,-,0,0,0,NA,NA,NA,NA,NA
Brf,FBgn0038499,3R,17374833,17391337,-,1,1,0,FBtr0083452,12.6506313333333,12.3472885,12.121648,FBpp0082893
Brf,FBgn0038499,3R,17374833,17391337,-,1,1,0,FBtr0302317,10.8645963333333,13.503165,13.460057,FBpp0291523
Fancm,FBgn0038889,3R,21482325,21487444,+,0,0,0,FBtr0084109,1.60973333333333,3.830549,0.904702,FBpp0083508
Fancm,FBgn0038889,3R,21482325,21487444,+,0,0,0,FBtr0334662,0.711024,0,0.6569725,FBpp0306724
Cpr64Ad,FBgn0035513,3L,4215379,4216414,+,0,0,0,FBtr0073223,0.172641,0.6234185,0,FBpp0073079
Cpr64Ac,FBgn0035512,3L,4211964,4212915,-,0,0,0,FBtr0073252,3.02649433333333,0.4647015,1.20001,FBpp0073108
mir-306,FBgn0262386,2L,16698404,16698488,+,0,0,0,NA,NA,NA,NA,NA
mir-305,FBgn0262458,2L,7425972,7426044,+,0,1,1,NA,NA,NA,NA,NA
mir-304,FBgn0262409,X,15508959,15509046,+,0,0,0,NA,NA,NA,NA,NA
Pa1,FBgn0030294,X,11359236,11360929,+,0,0,0,FBtr0073456,25.842296,15.4542265,36.702108,FBpp0073312
Phf7,FBgn0031091,X,20160355,20165830,-,1,1,1,FBtr0070027,24.266175,22.47053,11.2356085,FBpp0070026
Phf7,FBgn0031091,X,20160355,20165830,-,1,1,1,FBtr0333546,1.855188,0,5.984539,FBpp0305726
Phf7,FBgn0031091,X,20160355,20165830,-,1,1,1,FBtr0333547,0,0.4203535,0,FBpp0305727
lncRNA:CR46087,FBgn0267756,3R,27999622,28000302,-,0,0,0,NA,NA,NA,NA,NA
lncRNA:CR45985,FBgn0267647,3L,5142520,5142780,-,0,0,0,NA,NA,NA,NA,NA
lncRNA:CR45984,FBgn0267646,3L,4749407,4749991,+,0,0,0,NA,NA,NA,NA,NA
lncRNA:CR45981,FBgn0267643,3L,2621721,2622629,-,1,0,0,NA,NA,NA,NA,NA
lncRNA:CR45980,FBgn0267642,3L,6376706,6377197,-,0,0,0,NA,NA,NA,NA,NA
lncRNA:CR45983,FBgn0267645,3L,4744950,4745310,+,0,0,0,NA,NA,NA,NA,NA
lncRNA:CR45982,FBgn0267644,3L,2628041,2629018,+,0,0,0,NA,NA,NA,NA,NA
Ugt37C1,FBgn0026754,2R,16843296,16845038,-,0,0,0,FBtr0087076,0,0,0,FBpp0086224
Ugt37C2,FBgn0040262,2L,16794211,16796009,+,0,0,0,FBtr0080909,1.50287933333333,0.668238,0.102956,FBpp0080466
Ugt37C2,FBgn0040262,2L,16794211,16796009,+,0,0,0,FBtr0331620,0,0,0.168602,FBpp0304010
org-1,FBgn0021767,X,8447691,8455069,-,0,0,0,FBtr0071244,0.0373726666666667,0.0551855,0.0941915,FBpp0071187
org-1,FBgn0021767,X,8447691,8455069,-,0,0,0,FBtr0345983,0,0.139228,0.0454745,FBpp0311870
asRNA:CR45162,FBgn0266655,3L,21268601,21269142,+,0,0,0,NA,NA,NA,NA,NA
Wnt5,FBgn0010194,X,18501401,18505405,-,0,0,0,FBtr0074623,8.32557033333333,10.348067,15.552754,FBpp0074394
Wnt5,FBgn0010194,X,18501401,18505405,-,0,0,0,FBtr0343046,4.53989566666667,2.373544,0.597835,FBpp0309792
ana2,FBgn0027513,2R,8898729,8900211,-,0,0,0,FBtr0088685,3.405137,10.7694765,6.9928405,FBpp0087766
ana2,FBgn0027513,2R,8898729,8900211,-,0,0,0,FBtr0339310,7.67399133333333,6.985505,2.0573645,FBpp0308416
ana3,FBgn0266111,2R,12344983,12351325,+,0,1,1,FBtr0087904,5.32763633333333,11.4566425,2.9518925,FBpp0087015
mir-6-3,FBgn0262418,2R,19660716,19660795,-,0,0,0,NA,NA,NA,NA,NA
mir-6-2,FBgn0262410,2R,19660869,19660942,-,0,0,0,NA,NA,NA,NA,NA
BOD1,FBgn0039560,3R,27938245,27942778,+,0,1,0,FBtr0085252,0,0,0.462816,FBpp0084621
BOD1,FBgn0039560,3R,27938245,27942778,+,0,1,0,FBtr0085253,0,0,0,FBpp0084622
BOD1,FBgn0039560,3R,27938245,27942778,+,0,1,0,FBtr0301143,3.12305066666667,6.1163045,4.645813,FBpp0290366
BOD1,FBgn0039560,3R,27938245,27942778,+,0,1,0,FBtr0335012,15.455531,17.4281755,8.996862,FBpp0307020
BOD1,FBgn0039560,3R,27938245,27942778,+,0,1,0,FBtr0335013,0,4.263763,0,FBpp0307021
CG5767,FBgn0034292,2R,18046386,18047484,-,0,1,0,FBtr0086811,0,0,0,FBpp0085990
CG5810,FBgn0038866,3R,21163778,21165161,+,0,1,1,FBtr0084026,0,0.534524,0.1231425,FBpp0083429
lncRNA:CR43263,FBgn0262944,2L,1216854,1217785,-,0,0,0,NA,NA,NA,NA,NA
His2B:CG33906,FBgn0053906,2L,21433122,21433716,-,0,0,0,NA,NA,NA,NA,NA
Atg4b,FBgn0038325,3R,15353720,15356924,-,0,0,0,FBtr0083115,15.5782253333333,9.273527,22.8569275,FBpp0082569
CG34448,FBgn0085477,2L,2416792,2417965,-,0,0,0,FBtr0112752,0,0,0,FBpp0111664
CG43249,FBgn0262894,3L,16304282,16304662,+,0,0,0,FBtr0306310,0,0,0,FBpp0297413
His2B:CG33902,FBgn0053902,2L,21452211,21452805,-,0,0,0,FBtr0091906,10.0238116666667,0,0,FBpp0091147
His2B:CG33900,FBgn0053900,2L,21457272,21457866,-,0,0,0,NA,NA,NA,NA,NA
CG34442,FBgn0085471,2R,14366798,14367874,+,1,0,0,FBtr0112746,0,0,0,FBpp0111658
CG34443,FBgn0085472,2R,14367979,14369067,+,1,0,0,FBtr0112747,0,0,0,FBpp0111659
CG31121,FBgn0051121,3R,24881466,24894605,-,0,0,0,FBtr0084723,0.146340333333333,0.028909,0.2615835,FBpp0084098
CG31121,FBgn0051121,3R,24881466,24894605,-,0,0,0,FBtr0084724,0.153587,0,0.149307,FBpp0084099
CG34446,FBgn0085475,2R,22647458,22647807,-,0,0,0,FBtr0112750,2.79105366666667,0,0.9456165,FBpp0111662
CG34447,FBgn0085476,2L,2418422,2420013,-,0,0,0,FBtr0331203,0,0,0,FBpp0303630
CG34447,FBgn0085476,2L,2418422,2420013,-,0,0,0,FBtr0112751,0,0,0,FBpp0111663
CG43244,FBgn0262889,2R,12243999,12244701,-,0,0,0,FBtr0306303,0.900017666666667,0.3353985,0,FBpp0297406
CG34445,FBgn0085474,2R,22647892,22648478,-,0,0,0,FBtr0112749,3.18564633333333,0,0,FBpp0111661
Snx3,FBgn0038065,3R,12628031,12630495,+,0,0,0,FBtr0082641,179.139986666667,149.104298,118.425331,FBpp0082110
Snx3,FBgn0038065,3R,12628031,12630495,+,0,0,0,FBtr0082642,2.52381166666667,0,0.763307,FBpp0082111
Tak1,FBgn0026323,X,20515908,20524928,-,0,1,1,FBtr0077319,28.7437916666667,24.728476,17.504708,FBpp0077011
Tak1,FBgn0026323,X,20515908,20524928,-,0,1,1,FBtr0340404,0.664127666666667,16.6963265,2.3809835,FBpp0309350
Snx1,FBgn0031534,2L,3449683,3452106,+,0,1,0,FBtr0077517,138.892570333333,60.2711355,109.13558,FBpp0077206
Snx1,FBgn0031534,2L,3449683,3452106,+,0,1,0,FBtr0343238,0,0,0,FBpp0309920
CG13032,FBgn0036652,3L,16673964,16676264,+,0,0,0,FBtr0075316,0,0.0554665,3.4665995,FBpp0075075
Snx6,FBgn0032005,2L,8218071,8220741,-,0,1,0,FBtr0079631,117.040159333333,193.9185925,45.40969,FBpp0079247
Snx6,FBgn0032005,2L,8218071,8220741,-,0,1,0,FBtr0306170,80.0823446666667,1.741423,40.6848125,FBpp0297300
snmRNA:649,FBgn0065087,3R,12413388,12413446,-,0,0,0,NA,NA,NA,NA,NA
mt:tRNA:Asn-GTT,FBgn0013701,mitochondrion_genome,6126,6190,+,0,0,0,NA,NA,NA,NA,NA
CycD,FBgn0010315,X,15906822,15909676,-,1,1,1,FBtr0300391,18.1953583333333,12.352411,22.1512205,FBpp0289620
CycD,FBgn0010315,X,15906822,15909676,-,1,1,1,FBtr0300392,4.447945,0,0,FBpp0289621
CycD,FBgn0010315,X,15906822,15909676,-,1,1,1,FBtr0300393,6.195724,3.6115555,3.415784,FBpp0289622
Rab11,FBgn0015790,3R,21111408,21116146,+,1,1,1,FBtr0084011,319.224122666667,232.956856,224.292967,FBpp0083414
Rab11,FBgn0015790,3R,21111408,21116146,+,1,1,1,FBtr0084010,18.6798896666667,17.5226845,3.085983,FBpp0083413
verm,FBgn0261341,3L,19690033,19695260,-,0,0,0,FBtr0345144,0,0,0,FBpp0311365
verm,FBgn0261341,3L,19690033,19695260,-,0,0,0,FBtr0345145,0,0,0,FBpp0311366
verm,FBgn0261341,3L,19690033,19695260,-,0,0,0,FBtr0302335,0,0,0,FBpp0291540
Gfat1,FBgn0027341,3R,4126442,4137882,+,1,0,0,FBtr0302846,0,0,0,FBpp0291986
Gfat1,FBgn0027341,3R,4126442,4137882,+,1,0,0,FBtr0302847,0,0,0,FBpp0291987
Gfat1,FBgn0027341,3R,4126442,4137882,+,1,0,0,FBtr0302848,0,0,0,FBpp0291988
Gfat1,FBgn0027341,3R,4126442,4137882,+,1,0,0,FBtr0302849,0,0,0,FBpp0291989
Gfat1,FBgn0027341,3R,4126442,4137882,+,1,0,0,FBtr0302850,0,0,0,FBpp0291990
Gfat1,FBgn0027341,3R,4126442,4137882,+,1,0,0,FBtr0113687,0,0,0,FBpp0112410
Gfat1,FBgn0027341,3R,4126442,4137882,+,1,0,0,FBtr0113690,0,0,0,FBpp0112413
Gfat1,FBgn0027341,3R,4126442,4137882,+,1,0,0,FBtr0113692,0,0,0,FBpp0112415
Gfat1,FBgn0027341,3R,4126442,4137882,+,1,0,0,FBtr0113694,0,0.2035435,0.173226,FBpp0112417
CG13397,FBgn0014417,2L,8408888,8411868,-,0,0,0,FBtr0079711,3.49473633333333,2.774408,0,FBpp0079316
CG13397,FBgn0014417,2L,8408888,8411868,-,0,0,0,FBtr0331991,8.15405033333333,39.821165,19.578592,FBpp0304313
Gfat2,FBgn0039580,3R,28337019,28339765,-,0,1,0,FBtr0085297,69.2496716666667,128.6588865,172.0604245,FBpp0084666
CG13390,FBgn0032031,2L,8375502,8376797,-,0,0,1,FBtr0079723,29.6824986666667,23.750702,27.152208,FBpp0079327
CG13392,FBgn0032033,2L,8381821,8382807,-,0,0,0,FBtr0079720,10.946645,11.5031995,6.324901,FBpp0079325
CG13392,FBgn0032033,2L,8381821,8382807,-,0,0,0,FBtr0331995,1.81941866666667,5.3821065,0.5936315,FBpp0304317
CG11700,FBgn0029856,X,6282037,6283575,-,0,0,0,FBtr0333520,19.3498646666667,17.881564,5.832869,FBpp0305700
CG11703,FBgn0038690,3R,19226903,19228180,-,0,0,0,FBtr0083744,0,1.356598,0,FBpp0083158
CG13398,FBgn0032042,2L,8412144,8415256,-,0,1,1,FBtr0079710,7.237724,0,2.8308695,FBpp0079315
CG13398,FBgn0032042,2L,8412144,8415256,-,0,1,1,FBtr0331990,1.034663,7.1451245,2.723433,FBpp0304312
CR45033,FBgn0266393,3R,5269081,5269507,+,0,0,0,NA,NA,NA,NA,NA
CG3847,FBgn0029867,X,6347103,6349236,+,0,0,0,FBtr0070905,69.1630783333333,73.9269855,34.826899,FBpp0070870
SmydA-1,FBgn0033917,2R,14243778,14246066,+,0,0,0,FBtr0087536,1.50389833333333,1.064112,5.050473,FBpp0086665
SmydA-2,FBgn0036839,3L,19000985,19003252,-,0,0,0,FBtr0075040,0.0802623333333333,0,0.162814,FBpp0074807
SmydA-3,FBgn0262599,2L,10850141,10854604,+,0,1,1,FBtr0305257,0,0.495323,0.258562,FBpp0293781
SmydA-3,FBgn0262599,2L,10850141,10854604,+,0,1,1,FBtr0305258,0.088377,0,0.358679,FBpp0293782
SmydA-3,FBgn0262599,2L,10850141,10854604,+,0,1,1,FBtr0332027,0,0,0,FBpp0304342
SmydA-4,FBgn0030257,X,11044756,11049540,+,0,0,0,FBtr0073390,0,0,0,FBpp0073246
SmydA-4,FBgn0030257,X,11044756,11049540,+,0,0,0,FBtr0073391,0,0,0,FBpp0073247
SmydA-4,FBgn0030257,X,11044756,11049540,+,0,0,0,FBtr0331720,0,0,0,FBpp0304109
SmydA-5,FBgn0033061,2R,6078641,6080572,-,0,0,0,FBtr0086022,0.204898,0.526465,0.508923,FBpp0085358
SmydA-6,FBgn0034183,2R,17046839,17048794,+,0,0,0,FBtr0086973,0.141706333333333,0,0,FBpp0086127
SmydA-7,FBgn0034182,2R,17044743,17046768,+,0,0,0,FBtr0086972,0.298057666666667,1.959151,3.6334995,FBpp0086126
SmydA-7,FBgn0034182,2R,17044743,17046768,+,0,0,0,FBtr0331984,1.008267,1.1800805,0,FBpp0304309
SmydA-8,FBgn0053548,X,2205515,2213809,-,0,0,0,FBtr0070421,1.31572633333333,0.065509,0,FBpp0070405
SmydA-8,FBgn0053548,X,2205515,2213809,-,0,0,0,FBtr0070422,0.074463,0.1042245,0,FBpp0070406
SmydA-8,FBgn0053548,X,2205515,2213809,-,0,0,0,FBtr0342772,0,0.332747,0.5567015,FBpp0309624
SmydA-8,FBgn0053548,X,2205515,2213809,-,0,0,0,FBtr0345599,0.238940666666667,0,0,FBpp0311668
SmydA-9,FBgn0030102,X,9206126,9210887,-,0,0,0,FBtr0071336,0.121267,0,0,FBpp0071271
SmydA-9,FBgn0030102,X,9206126,9210887,-,0,0,0,FBtr0340494,0,0,0,FBpp0309430
scny,FBgn0260936,3L,5769002,5776271,+,0,1,1,FBtr0077100,32.4243443333333,39.643116,15.5186295,FBpp0076806
scny,FBgn0260936,3L,5769002,5776271,+,0,1,1,FBtr0077101,4.05028333333333,8.8582345,3.7710745,FBpp0076807
scny,FBgn0260936,3L,5769002,5776271,+,0,1,1,FBtr0077103,0,0,0,FBpp0076809
scny,FBgn0260936,3L,5769002,5776271,+,0,1,1,FBtr0330127,0,0,0,FBpp0303160
scny,FBgn0260936,3L,5769002,5776271,+,0,1,1,FBtr0330128,0,0,0,FBpp0303161
scny,FBgn0260936,3L,5769002,5776271,+,0,1,1,FBtr0307975,2.571689,3.4824485,0.980649,FBpp0300344
scny,FBgn0260936,3L,5769002,5776271,+,0,1,1,FBtr0307976,3.403779,1.2824625,6.041754,FBpp0300345
tRNA:Glu-CTC-1-1,FBgn0050239,2R,16219638,16219709,+,0,1,0,NA,NA,NA,NA,NA
PDCD-5,FBgn0036580,3L,16231081,16232038,-,0,1,0,FBtr0075483,64.9948503333333,80.4226535,41.408736,FBpp0075238
Cht10,FBgn0250907,2L,22999574,23025915,-,1,1,0,FBtr0331165,0,0,0,FBpp0303592
Cht10,FBgn0250907,2L,22999574,23025915,-,1,1,0,FBtr0331166,0,0,0,FBpp0303593
Cht10,FBgn0250907,2L,22999574,23025915,-,1,1,0,FBtr0111127,1.35160566666667,0.65362,0.535206,FBpp0110419
NtR,FBgn0029147,2R,22127808,22130184,+,0,0,0,FBtr0071762,1.04155666666667,63.465741,6.368839,FBpp0071676
NtR,FBgn0029147,2R,22127808,22130184,+,0,0,0,FBtr0308350,0.408600666666667,2.8173655,0,FBpp0300669
CG34140,FBgn0083976,3L,182522,184424,-,0,0,0,NA,NA,NA,NA,NA
CG15068,FBgn0040733,2R,18390353,18390629,-,0,0,0,FBtr0086727,0,0,0,FBpp0085906
snoRNA:Or-aca4,FBgn0082922,2R,17616756,17616917,+,0,0,0,NA,NA,NA,NA,NA
snoRNA:Or-aca5,FBgn0086672,2R,9095685,9095832,+,0,1,0,NA,NA,NA,NA,NA
snoRNA:Or-aca1,FBgn0082925,2R,22607544,22607678,+,0,0,0,NA,NA,NA,NA,NA
snoRNA:Or-aca2,FBgn0082924,X,7901062,7901203,-,0,1,0,NA,NA,NA,NA,NA
DnaJ-60,FBgn0260775,2R,24157668,24159312,-,0,0,0,FBtr0301271,8.30807266666667,9.1252675,5.2623895,FBpp0290486
Gba1a,FBgn0051148,3R,23700621,23702605,+,0,0,0,FBtr0084441,0,0.139175,0,FBpp0083833
CG6865,FBgn0036817,3L,18863647,18865514,+,0,0,0,FBtr0308811,0,1.861665,0.678829,FBpp0300968
CG31788,FBgn0051788,2L,18257494,18257978,-,0,0,0,FBtr0081056,0,0,0,FBpp0080609
CG31788,FBgn0051788,2L,18257494,18257978,-,0,0,0,FBtr0343819,0,0,0,FBpp0310370
CG31789,FBgn0051789,2L,18605928,18606684,+,0,1,1,FBtr0081071,0,0,0,FBpp0080621
CG31789,FBgn0051789,2L,18605928,18606684,+,0,1,1,FBtr0343827,0,0.661403,0,FBpp0310377
CG31789,FBgn0051789,2L,18605928,18606684,+,0,1,1,FBtr0343828,0,0,0,FBpp0310378
lncRNA:CR44177,FBgn0265066,3R,14496378,14508987,+,1,0,0,NA,NA,NA,NA,NA
CG31787,FBgn0051787,2L,18284845,18285720,-,0,0,0,FBtr0081055,0,0,0,FBpp0080608
CG31784,FBgn0051784,2L,17123307,17125961,-,0,0,0,FBtr0302499,0,0,0,FBpp0291661
sprt,FBgn0082585,2R,11384743,11397432,-,1,0,1,FBtr0088146,11.715599,3.1869275,11.8666125,FBpp0087243
CG43861,FBgn0264443,2L,19968684,20017282,-,1,1,0,FBtr0332564,0.0536423333333333,0,3.1284755,FBpp0304821
CG43861,FBgn0264443,2L,19968684,20017282,-,1,1,0,FBtr0332565,0,0,0,FBpp0304822
CG43861,FBgn0264443,2L,19968684,20017282,-,1,1,0,FBtr0345432,0,0,0,FBpp0311557
lncRNA:CR44172,FBgn0265061,2R,7023396,7024096,-,0,0,0,NA,NA,NA,NA,NA
CG31780,FBgn0051780,2L,15696038,15697750,+,0,0,0,NA,NA,NA,NA,NA
lncRNA:CR44170,FBgn0265059,2R,6979496,6980195,+,0,0,0,NA,NA,NA,NA,NA
Ntl,FBgn0267326,2L,7710880,7713991,+,0,0,0,FBtr0079478,0,0,0,FBpp0079102
Ntl,FBgn0267326,2L,7710880,7713991,+,0,0,0,FBtr0079479,0,0,0,FBpp0079103
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0112688,0.414119666666667,1.125993,0,FBpp0111600
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0112689,18.334093,10.1987085,1.1759365,FBpp0111601
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0112690,18.3159393333333,15.8116905,0,FBpp0111602
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0310291,0,3.26066,3.500558,FBpp0301974
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0310292,0,0.8690465,0,FBpp0301975
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0310293,7.928524,4.851492,9.30279,FBpp0301976
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0310295,0,0,0,FBpp0301978
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0310296,7.374079,0,3.9832445,FBpp0301979
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0310438,3.82926466666667,2.336691,0,FBpp0302586
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0310439,0.757035333333333,0.7699195,0,FBpp0302587
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0336902,0.693611666666667,0.45275,0,FBpp0307842
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0336903,0,0,2.143778,FBpp0307843
spri,FBgn0085443,X,10490069,10585422,-,1,1,1,FBtr0336904,0.152085333333333,1.269741,0.468918,FBpp0307844
CG14282,FBgn0038685,3R,19177000,19177986,+,0,0,1,FBtr0083734,0,0,0,FBpp0083148
Su(Ste):CR45795,FBgn0267445,Y,1003209,1004639,-,0,0,0,NA,NA,NA,NA,NA
CG14280,FBgn0038695,3R,19256777,19260132,+,1,0,0,FBtr0083738,0,0,0,FBpp0083152
CG14280,FBgn0038695,3R,19256777,19260132,+,1,0,0,FBtr0346143,0,0,0,FBpp0311971
CG14286,FBgn0038673,3R,19024092,19024853,+,0,0,0,FBtr0083710,31.1825003333333,29.877233,27.827673,FBpp0083124
puf,FBgn0039214,3R,24635270,24650043,-,0,0,0,FBtr0084667,0,0.068895,0,FBpp0084047
puf,FBgn0039214,3R,24635270,24650043,-,0,0,0,FBtr0084668,0,0,0.639306,FBpp0084048
puf,FBgn0039214,3R,24635270,24650043,-,0,0,0,FBtr0330308,0,2.8105315,1.1766755,FBpp0303340
puf,FBgn0039214,3R,24635270,24650043,-,0,0,0,FBtr0306172,4.33833666666667,7.1552335,1.54424,FBpp0297302
puf,FBgn0039214,3R,24635270,24650043,-,0,0,0,FBtr0339135,5.36920666666667,0,0.231599,FBpp0308280
Spc25,FBgn0087021,3R,12961745,12963249,+,0,1,0,FBtr0082690,37.2835463333333,48.218501,26.7362525,FBpp0082158
Karybeta3,FBgn0087013,3R,4649176,4654624,+,0,0,0,FBtr0078860,0,0.303553,0,FBpp0078500
Karybeta3,FBgn0087013,3R,4649176,4654624,+,0,0,0,FBtr0336462,316.022019666667,231.0040175,168.1991625,FBpp0307568
DIP-iota,FBgn0031837,2L,6617134,6621700,-,0,0,0,FBtr0113026,0,0.096572,0.6072245,FBpp0111939
Osi19,FBgn0037429,3R,6335362,6337196,+,0,0,0,FBtr0081707,0,0.5001715,0,FBpp0081204
Osi19,FBgn0037429,3R,6335362,6337196,+,0,0,0,FBtr0301493,0.144728333333333,1.7484675,0,FBpp0290708
cathD,FBgn0029093,2R,7815339,7823569,-,0,1,0,FBtr0088898,1013.13815033333,767.516257,569.0837155,FBpp0087972
cathD,FBgn0029093,2R,7815339,7823569,-,0,1,0,FBtr0452079,0,0,0,FBpp0402839
cathD,FBgn0029093,2R,7815339,7823569,-,0,1,0,FBtr0452080,0,0.373894,0.263919,FBpp0402840
Ost48,FBgn0014868,X,9156929,9158515,-,0,0,0,FBtr0071344,367.379141,275.331457,351.980313,FBpp0071279
Osi15,FBgn0037424,3R,6301804,6303653,+,0,0,0,FBtr0078607,0,0,0,FBpp0078256
Osi14,FBgn0040279,3R,6299128,6300738,+,0,0,0,FBtr0078606,0,0,0,FBpp0078255
Vha44,FBgn0262511,2R,16324813,16336637,-,0,0,0,FBtr0290031,0,0,0,FBpp0288470
Vha44,FBgn0262511,2R,16324813,16336637,-,0,0,0,FBtr0290032,0.624689666666667,0.6248085,0.808643,FBpp0288471
Vha44,FBgn0262511,2R,16324813,16336637,-,0,0,0,FBtr0087173,77.9556996666667,32.931611,58.9804555,FBpp0086317
Vha44,FBgn0262511,2R,16324813,16336637,-,0,0,0,FBtr0087176,0,0,0,FBpp0086320
Vha44,FBgn0262511,2R,16324813,16336637,-,0,0,0,FBtr0087175,15.936864,5.0384545,9.158989,FBpp0086319
